MS,Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z,Pitch,Roll,Heading,Accel_Norm
685,0.945,2.739,-1.347,-0.38299999999999995,0.131,0.892,0.008,-0.19,-0.384,22.983,8.369,101.11399999999999,0.0
803,3.2110000000000003,0.096,-2.38,-0.38,0.162,0.882,0.013000000000000001,-0.18899999999999997,-0.39,22.949,10.424000000000001,102.48100000000001,0.0
922,0.0,5.171,-0.9620000000000001,-0.39899999999999997,0.195,0.884,0.017,-0.193,-0.389,23.8,12.425999999999998,103.512,0.0
1042,2.572,15.985999999999999,-0.385,-0.41200000000000003,0.191,0.895,0.018000000000000002,-0.196,-0.39299999999999996,24.254,12.062000000000001,103.87799999999999,0.0
1158,6.169,17.596,-0.429,-0.322,0.16399999999999998,0.909,0.032,-0.192,-0.397,19.236,10.232000000000001,107.89299999999999,0.0
1280,14.184000000000001,15.873,-3.1239999999999997,-0.201,0.14800000000000002,0.935,0.044000000000000004,-0.193,-0.40299999999999997,12.003,8.995,111.404,0.0
1399,15.12,3.9019999999999997,-3.535,-0.24,0.106,1.033,0.059000000000000004,-0.184,-0.419,12.992,5.834,116.359,0.0
1519,21.849,16.669,-0.752,-0.133,-0.057,0.97,0.068,-0.172,-0.435,7.789,-3.364,120.229,0.0
1637,6.9479999999999995,24.465,-11.568,-0.022000000000000002,-0.106,1.041,0.077,-0.168,-0.434,1.192,-5.81,123.21799999999999,0.0
1754,1.225,7.2010000000000005,-10.665999999999999,0.031,-0.113,0.9840000000000001,0.095,-0.16399999999999998,-0.44299999999999995,-1.778,-6.574,128.614,0.0
1876,1.12,11.559000000000001,-4.734,0.09699999999999999,-0.061,1.038,0.107,-0.172,-0.441,-5.307,-3.389,130.421,0.0
1996,-2.826,-1.094,3.798,0.055,0.078,1.037,0.107,-0.174,-0.44299999999999995,-3.003,4.314,130.028,0.0
2115,1.173,3.412,3.605,-0.013000000000000001,-0.036000000000000004,1.0170000000000001,0.099,-0.175,-0.45299999999999996,0.735,-2.055,128.092,0.0
2231,-1.426,6.282,2.135,-0.125,-0.009000000000000001,0.9440000000000001,0.087,-0.177,-0.442,7.513,-0.552,124.79899999999999,0.0
2350,-1.024,9.607999999999999,10.482999999999999,0.043,0.022000000000000002,1.0590000000000002,0.096,-0.184,-0.45299999999999996,-2.3280000000000003,1.214,126.215,0.0
2472,0.5429999999999999,-2.135,3.9989999999999997,-0.187,0.011000000000000001,0.9840000000000001,0.095,-0.183,-0.456,10.782,0.6679999999999999,125.99799999999999,0.0
2591,-4.2,26.189,11.874,0.10800000000000001,-0.065,1.033,0.098,-0.18100000000000002,-0.455,-5.981,-3.622,127.03200000000001,0.0
2710,-13.675999999999998,-14.578,20.352999999999998,-0.049,0.059000000000000004,0.905,0.08900000000000001,-0.19,-0.45899999999999996,3.071,3.72,123.655,0.0
2827,-0.43799999999999994,-2.7910000000000004,16.739,-0.076,0.1,0.932,0.075,-0.19899999999999998,-0.452,4.63,6.135,119.14,0.0
2947,-0.21,-10.99,10.526,-0.18,0.157,0.9940000000000001,0.063,-0.195,-0.455,10.145,8.965,116.619,0.0
