MS,Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z,Pitch,Roll,Heading,Accel_Norm
640,3.255,1.155,3.395,-0.43799999999999994,0.026000000000000002,0.8590000000000001,-0.193,0.126,-0.391,26.976,1.703,335.45,0.0
758,-0.551,-1.4,0.7,-0.489,0.038,0.868,-0.196,0.129,-0.392,29.375,2.491,335.30800000000005,0.0
877,3.946,5.311,-1.768,-0.503,0.067,0.86,-0.19699999999999998,0.125,-0.389,30.249000000000002,4.444,336.13800000000003,0.0
997,7.131,9.59,-6.58,-0.512,0.053,0.877,-0.193,0.12300000000000001,-0.39299999999999996,30.221999999999998,3.4530000000000003,336.144,0.0
1113,3.5,19.653,-2.888,-0.431,0.034,0.878,-0.188,0.11599999999999999,-0.409,26.125,2.187,337.025,0.0
1234,9.328,22.776,1.916,-0.218,0.023,0.932,-0.171,0.114,-0.42,13.149000000000001,1.429,334.944,0.0
1354,12.967,1.8730000000000002,-0.105,-0.38299999999999995,-0.10099999999999999,0.996,-0.16399999999999998,0.11800000000000001,-0.419,20.914,-5.763999999999999,332.839,0.0
1474,7.525,24.684,-5.355,-0.209,0.08,0.922,-0.157,0.12300000000000001,-0.424,12.731,4.946000000000001,330.472,0.0
1589,10.097000000000001,11.681,-6.7989999999999995,-0.162,-0.013999999999999999,0.975,-0.139,0.11800000000000001,-0.43799999999999994,9.427999999999999,-0.828,328.15,0.0
1709,10.280999999999999,2.52,-6.545,-0.133,-0.102,1.024,-0.142,0.122,-0.436,7.36,-5.6739999999999995,327.86199999999997,0.0
1831,-1.969,-3.509,0.324,-0.21899999999999997,-0.027000000000000003,0.9840000000000001,-0.14800000000000002,0.13,-0.436,12.548,-1.5530000000000002,327.325,0.0
1950,-0.105,10.684000000000001,0.647,-0.256,-0.102,0.9440000000000001,-0.152,0.125,-0.434,15.103,-6.182,329.27099999999996,0.0
2067,-3.176,6.169,2.7560000000000002,-0.077,-0.028999999999999998,1.038,-0.142,0.113,-0.435,4.258,-1.5859999999999999,329.996,0.0
2184,-4.541,18.743,0.7,-0.038,-0.031,0.982,-0.136,0.121,-0.43700000000000006,2.211,-1.8319999999999999,326.914,0.0
2301,11.743,8.024,0.096,-0.05,-0.02,1.024,-0.131,0.115,-0.441,2.8,-1.13,327.282,0.0
2424,6.02,1.173,0.28,0.122,-0.163,1.082,-0.131,0.128,-0.442,-6.379,-8.542,324.231,0.0
2541,-3.168,-1.216,8.356,-0.165,-0.024,0.976,-0.133,0.122,-0.43799999999999994,9.601,-1.389,326.067,0.0
2660,12.259,0.971,4.5760000000000005,-0.122,0.046,0.818,-0.136,0.127,-0.435,8.45,3.247,325.715,0.0
2779,0.087,24.631,5.609,-0.515,-0.08199999999999999,0.779,-0.146,0.128,-0.42100000000000004,33.334,-5.977,327.499,0.0
2895,-1.9769999999999999,2.441,9.196,-0.29600000000000004,-0.073,0.987,-0.14,0.132,-0.439,16.646,-4.236000000000001,325.144,0.0
3015,0.7,-14.017000000000001,13.527999999999999,0.07400000000000001,-0.049,1.281,-0.13699999999999998,0.131,-0.444,-3.304,-2.171,324.92900000000003,0.0
3138,3.622,-5.9239999999999995,5.6610000000000005,-0.171,0.129,0.9670000000000001,-0.15,0.133,-0.428,9.935,7.587000000000001,327.013,-2.0482203817178677
3254,1.129,-13.081,4.3839999999999995,-0.179,-0.08199999999999999,1.0590000000000002,-0.152,0.142,-0.42200000000000004,9.539,-4.439,325.491,-0.8948612144662897
3373,18.288,6.265,14.892000000000001,-0.12300000000000001,-0.262,1.011,-0.162,0.146,-0.41200000000000003,6.728,-14.544,326.464,-0.9431315196057226
3492,-5.6610000000000005,0.28,-7.0089999999999995,-0.115,0.040999999999999995,0.879,-0.151,0.141,-0.425,7.43,2.682,325.642,-2.474300122586377
3608,7.105,3.964,-10.01,-0.495,0.057,0.866,-0.16,0.133,-0.419,29.71,3.7460000000000004,328.74,-1.2552163512004206
3727,4.699,-0.044000000000000004,-7.718,-0.295,0.036000000000000004,1.001,-0.149,0.125,-0.433,16.426,2.08,328.584,-0.7307825267133521
3843,0.779,-7.42,-7.245,-0.37799999999999995,0.013999999999999999,1.138,-0.152,0.125,-0.42700000000000005,18.357,0.688,329.202,0.6652202478563252
3961,1.339,-13.449000000000002,-9.231,-0.365,-0.005,0.892,-0.165,0.121,-0.419,22.258000000000003,-0.32899999999999996,332.212,-1.5706875077132465
4078,-0.569,32.533,-2.783,-0.006999999999999999,-0.012,0.754,-0.165,0.113,-0.423,0.514,-0.9129999999999999,334.311,-3.773998799559653
4195,-2.3890000000000002,11.470999999999998,6.309,-0.32899999999999996,0.225,0.9570000000000001,-0.16,0.11,-0.42700000000000005,18.503,13.216,334.16900000000004,-0.942895768365275
4317,1.015,19.224,17.491,-0.071,-0.166,0.977,-0.149,0.115,-0.436,4.114,-9.666,330.884,-1.308259409147362
4435,1.715,32.34,7.061,0.006,-0.205,1.0190000000000001,-0.134,0.11800000000000001,-0.447,-0.34600000000000003,-11.360999999999999,327.17400000000004,-0.8132454763108745
4555,-6.3260000000000005,-5.8629999999999995,9.704,-0.326,-0.084,0.9079999999999999,-0.134,0.115,-0.446,19.685,-5.315,327.9,-1.4662213450590569
4674,-11.13,-3.3339999999999996,14.56,-0.136,-0.06,1.147,-0.13699999999999998,0.10300000000000001,-0.444,6.733,-3.014,331.72900000000004,0.35041624273879224
4791,-7.1579999999999995,6.851,29.549,0.051,-0.055,1.1179999999999999,-0.13,0.11199999999999999,-0.44299999999999995,-2.6180000000000003,-2.802,327.77099999999996,-0.003183040655946101
4910,7.77,17.22,4.497,-0.258,-0.139,1.023,-0.135,0.12,-0.445,14.015,-7.736000000000001,326.935,-0.5302979862785464
