MS,Gyro_x,Gyro_y,Gyro_z,Accel_x,Accel_y,Accel_z,Mag_x,Mag_y,Mag_z,Pitch,Roll,Heading,Accel_Norm
708,6.1339999999999995,3.176,1.768,-0.193,0.049,0.917,-0.031,-0.13699999999999998,-0.423,11.875,3.0839999999999996,86.064,0.0
825,0.971,-2.59,17.281,-0.252,0.009000000000000001,0.9329999999999999,-0.033,-0.131,-0.424,15.140999999999998,0.536,84.443,0.0
944,5.39,-9.293,13.562999999999999,-0.37200000000000005,-0.031,0.9540000000000001,-0.047,-0.126,-0.423,21.287,-1.835,78.087,0.0
1063,7.289,-1.452,4.323,-0.35100000000000003,-0.022000000000000002,0.9,-0.061,-0.12,-0.418,21.266,-1.405,71.563,0.0
1183,0.534,-9.564,3.7889999999999997,-0.295,0.035,1.0070000000000001,-0.06,-0.121,-0.42100000000000004,16.328,1.9880000000000002,72.042,0.0
1306,-3.036,-0.12300000000000001,11.769,-0.44799999999999995,0.111,0.8420000000000001,-0.077,-0.121,-0.42100000000000004,27.81,7.479,66.057,0.0
1422,8.995,-10.238,6.37,-0.386,0.018000000000000002,0.92,-0.075,-0.11699999999999999,-0.406,22.745,1.136,65.848,0.0
1539,7.525,13.116,2.5989999999999998,-0.39899999999999997,0.039,0.946,-0.08199999999999999,-0.109,-0.408,22.854,2.375,61.663000000000004,0.0
1658,8.592,20.064,-7.289,-0.275,-0.08199999999999999,0.993,-0.067,-0.109,-0.42700000000000005,15.433,-4.694,67.12100000000001,0.0
1777,-0.166,18.655,-8.645,-0.16399999999999998,0.013000000000000001,0.9079999999999999,-0.048,-0.11199999999999999,-0.429,10.225,0.843,75.27,0.0
1899,10.99,15.304,-0.621,-0.067,-0.035,1.012,-0.034,-0.11199999999999999,-0.43700000000000006,3.76,-1.9609999999999999,81.795,0.0
2015,2.398,9.765,-9.826,-0.054000000000000006,-0.063,1.026,-0.031,-0.11699999999999999,-0.445,2.992,-3.49,83.823,0.0
2135,1.715,11.182,-1.339,-0.019,0.022000000000000002,1.05,-0.013000000000000001,-0.12300000000000001,-0.45,1.028,1.208,92.51299999999999,0.0
2254,5.11,6.667999999999999,0.7609999999999999,-0.152,-0.084,0.9840000000000001,-0.012,-0.12300000000000001,-0.457,8.764,-4.888,93.005,0.0
2372,5.084,14.550999999999998,21.455,-0.11699999999999999,-0.01,0.935,-0.012,-0.11,-0.455,7.153,-0.643,92.2,0.0
2492,5.574,9.607999999999999,13.283,-0.091,-0.016,1.092,-0.018000000000000002,-0.102,-0.462,4.768,-0.825,88.505,0.0
2609,3.4389999999999996,22.269000000000002,5.399,-0.185,-0.09699999999999999,0.862,-0.012,-0.10099999999999999,-0.467,12.037,-6.402,91.926,0.0
2728,-4.673,-0.98,4.086,-0.23,-0.069,0.9109999999999999,-0.004,-0.105,-0.475,14.13,-4.363,96.676,0.0
2847,2.5810000000000004,13.807,5.233,-0.068,-0.045,1.07,0.006,-0.1,-0.475,3.639,-2.392,101.87100000000001,0.0
2964,-2.45,4.62,0.40299999999999997,-0.033,0.157,0.9079999999999999,0.009000000000000001,-0.111,-0.47600000000000003,2.082,9.825,103.2,0.0
3081,-3.614,-6.002999999999999,4.077,0.046,-0.012,0.961,0.012,-0.10800000000000001,-0.473,-2.7539999999999996,-0.72,105.156,-0.5885254096222816
3203,0.604,-9.756,3.3689999999999998,-0.031,0.04,0.9109999999999999,0.006,-0.11800000000000001,-0.47200000000000003,1.939,2.5340000000000003,101.49,-1.3733853442846016
3321,2.362,-7.385,-3.15,-0.08,-0.0,1.092,-0.001,-0.111,-0.47200000000000003,4.189,-0.01,98.07600000000001,0.2517438662845177
3438,3.4560000000000004,3.2460000000000004,-5.556,-0.18100000000000002,-0.01,0.975,-0.001,-0.109,-0.469,10.501,-0.613,98.286,-0.6592183446156309
3557,-1.995,1.111,-5.013999999999999,-0.15,0.11199999999999999,1.001,0.005,-0.122,-0.48200000000000004,8.49,6.37,100.87299999999999,-0.33995573285771086
3676,2.1519999999999997,-21.49,6.1339999999999995,-0.051,0.039,1.034,-0.016,-0.12,-0.47100000000000003,2.798,2.176,91.134,-0.14255579970417886
3799,5.688,-31.404,5.233,-0.29600000000000004,0.064,0.7859999999999999,-0.042,-0.122,-0.451,20.551,4.633,79.514,-2.237177826267077
3918,3.325,-19.46,4.996,-0.38799999999999996,-0.157,1.062,-0.066,-0.12,-0.44299999999999995,19.872,-8.427,69.857,0.5791852705041112
4038,-0.306,0.41100000000000003,0.8490000000000001,-0.271,-0.071,1.05,-0.07400000000000001,-0.11800000000000001,-0.436,14.424000000000001,-3.867,66.569,0.0372454128268227
4157,-4.043,6.851,-3.08,-0.349,0.016,0.9570000000000001,-0.068,-0.127,-0.43799999999999994,20.043,0.978,70.343,-0.5874973156839494
4276,-9.398,6.37,2.1519999999999997,-0.45899999999999996,-0.027000000000000003,0.873,-0.065,-0.129,-0.434,27.703000000000003,-1.7730000000000001,71.866,-0.8629362820381442
4399,1.9769999999999999,26.049,7.735,-0.11800000000000001,0.026000000000000002,0.867,-0.049,-0.13699999999999998,-0.44799999999999995,7.7379999999999995,1.732,78.767,-1.9876173185104256
4517,4.9,27.974,3.929,-0.138,-0.021,1.016,-0.031,-0.129,-0.45799999999999996,7.742000000000001,-1.18,85.072,-0.4870354572352541
4634,-1.2690000000000001,-14.123,11.366,-0.259,0.09699999999999999,0.966,-0.03,-0.133,-0.455,14.946,5.724,86.02600000000001,-0.6614352871300577
4751,17.99,25.384,8.986,-0.21600000000000003,0.013000000000000001,1.08,-0.028999999999999998,-0.122,-0.46299999999999997,11.290999999999999,0.7090000000000001,85.01,0.2641512224439454
4867,14.254000000000001,-2.0909999999999997,5.968,-0.28,-0.009000000000000001,0.977,-0.021,-0.109,-0.474,15.968,-0.508,87.84,-0.5469378546937482
4989,15.54,24.201999999999998,4.209,0.027000000000000003,-0.016,0.971,-0.006,-0.09699999999999999,-0.475,-1.587,-0.9179999999999999,95.035,-0.9650773012452608
5109,7.2620000000000005,7.044,-5.688,0.085,-0.075,1.065,0.001,-0.08900000000000001,-0.48700000000000004,-4.572,-4.039,99.119,0.010168277682301885
5228,6.781000000000001,-17.64,-3.22,-0.174,-0.109,0.9520000000000001,-0.008,-0.08900000000000001,-0.483,10.279000000000002,-6.522,93.712,-0.9231057918034301
5347,5.845,-59.596000000000004,4.287,-0.264,-0.08,0.825,-0.023,-0.085,-0.469,17.691,-5.528,83.613,-1.9720992294037605
5464,-0.087,-12.337,-0.289,-0.129,-0.086,1.143,-0.055999999999999994,-0.09,-0.46299999999999997,6.417999999999999,-4.296,66.575,0.7521795222013355
